Ticker,NumDays,LSTMTopLayer,TrainingRMSE,TestRMSE,LastDayValue,NextDayValue,file_name
PFE,7,32,0.597586750103107,0.3757295203249434,32.77299499511719,34.26863479614258,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/PFE.csv
PFE,3,64,0.5895066255695588,0.2304227900390572,32.64503479003906,34.60719680786133,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/PFE.csv
PFE,7,64,0.559965649932296,0.1785950244832311,32.578948974609375,34.079132080078125,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/PFE.csv
DAL,3,32,1.1421898131710977,0.8701381601562517,44.35736083984375,45.20933151245117,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/DAL.csv
DAL,7,32,1.1211912309567136,1.0530348745773208,44.68122100830078,46.00733947753906,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/DAL.csv
DAL,3,64,1.1147159658491013,0.386583320068361,44.84091567993164,46.50330352783203,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/DAL.csv
DAL,7,64,1.0748313895576258,1.1380113145397448,44.53878784179688,45.55054473876953,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/DAL.csv
AAPL,3,32,2.212697510412746,2.354346410888674,38.34934616088867,39.47917175292969,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/AAPL.csv
AAPL,7,32,2.3579386502741286,2.7235983828435404,38.691253662109375,40.18228912353516,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/AAPL.csv
AAPL,3,64,1.656855438511992,1.159571783203127,37.154571533203125,37.6170768737793,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/AAPL.csv
AAPL,7,64,1.7387194274627136,0.992383813963535,36.97949600219727,37.38079071044922,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/AAPL.csv
JNJ,3,32,1.6491500231787122,1.7009469604492151,126.66594696044922,131.27456665039062,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/JNJ.csv
JNJ,7,32,1.6131894707471848,1.5161385174202349,126.45909118652344,129.13551330566406,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/JNJ.csv
JNJ,3,64,1.5560853959324732,1.5491525268554651,126.51415252685548,129.79356384277344,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/JNJ.csv
JNJ,7,64,1.5670303613891226,1.0215779220212686,125.95204162597656,129.04879760742188,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/daily_stock_data_4_april/JNJ.csv
C,3,32,2.310602515759044,2.4888782501220774,56.91387939453125,57.12738037109375,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/weekly_stock_data_4_april/C.csv
C,3,64,2.20852224942268,2.4401607513427805,56.86516189575195,58.65475082397461,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/weekly_stock_data_4_april/C.csv
BAC,3,32,1.1420610896459509,1.5319271087646484,43.86942672729492,46.101051330566406,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/weekly_stock_data_4_april/BAC.csv
BAC,3,64,1.1318671285384572,0.7998676300048828,43.137367248535156,43.571014404296875,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/weekly_stock_data_4_april/BAC.csv
XPO,3,32,2.618684326248538,3.254364013671875,77.349365234375,80.78350067138672,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/weekly_stock_data_4_april/XPO.csv
XPO,3,64,2.526677243805813,3.2500457763671875,77.34504699707031,80.84553527832031,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/weekly_stock_data_4_april/XPO.csv
UNP,3,32,5.897304246680039,14.807342529296875,281.96234130859375,306.2694396972656,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/weekly_stock_data_4_april/UNP.csv
UNP,3,64,5.419904429710065,13.1231689453125,280.2781677246094,301.7154541015625,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/weekly_stock_data_4_april/UNP.csv
AMZN,3,32,109.91322474692721,100.09423828124955,3208.335693359375,3242.4736328125,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/weekly_stock_data_4_april/AMZN.csv
AMZN,3,64,94.97438076849741,4.650634765625455,3313.08056640625,3475.379638671875,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/weekly_stock_data_4_april/AMZN.csv
INTC,3,32,1.8387737030880251,0.9305124282836914,48.89698791503906,49.914337158203125,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/weekly_stock_data_4_april/INTC.csv
INTC,3,64,1.7614052815617045,0.7646074295043945,49.06289291381836,50.79936981201172,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/weekly_stock_data_4_april/INTC.csv
TMO,3,32,14.823685000662612,1.9491424560546875,588.316650390625,620.643798828125,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/weekly_stock_data_4_april/TMO.csv
TMO,3,64,14.62060166256452,10.125564575195312,576.241943359375,588.9637451171875,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/weekly_stock_data_4_april/TMO.csv
UPS,3,32,5.032409871533379,8.212142944335938,220.8846435546875,228.3762664794922,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/weekly_stock_data_4_april/UPS.csv
UPS,3,64,5.0275699972260215,13.394088745117188,226.06658935546875,242.50204467773438,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/weekly_stock_data_4_april/UPS.csv
MSFT,3,32,8.074894662011324,1.0411911010742188,307.46630859375,324.2436828613281,/Users/Owner/Documents/CS5100/Stock-Price-Prediction-LSTM/stock_data/weekly_stock_data_4_april/MSFT.csv
